noStudents,noStaffs,Bench_and_Desk,Computer,Board,Classrooms,status
272,13,68,68,5,5,Fine
219,10,54,54,4,4,Very Good
262,13,65,65,5,5,Good
448,22,112,112,8,8,Fine
161,8,40,40,3,3,Good
473,23,118,118,9,9,Very Good
248,12,62,62,4,4,Very Good
435,21,108,108,8,8,Fine
351,17,87,87,7,7,Very Good
366,18,91,91,7,7,Very Good
348,17,87,87,6,6,Good
440,22,110,110,8,8,Fine
140,7,35,35,2,2,Very Good
198,9,49,49,3,3,Fine
296,14,74,74,5,5,Good
418,20,104,104,8,8,Very Good
439,21,109,109,8,8,Good
300,15,75,75,6,6,Very Good
480,24,120,120,9,9,Very Good
446,22,111,111,8,8,Very Good
238,11,59,59,4,4,Good
209,10,52,52,4,4,Fine
201,10,50,50,4,4,Fine
125,6,31,31,2,2,Fine
399,19,99,99,7,7,Very Good
142,7,35,35,2,2,Very Good
468,23,117,117,9,9,Fine
122,6,30,30,2,2,Very Good
296,14,74,74,5,5,Very Good
258,12,64,64,5,5,Good
286,14,71,71,5,5,Good
332,16,83,83,6,6,Good
458,22,114,114,9,9,Very Good
448,22,112,112,8,8,Very Good
463,23,115,115,9,9,Very Good
116,5,29,29,2,2,Very Good
238,11,59,59,4,4,Fine
177,8,44,44,3,3,Fine
405,20,101,101,8,8,Good
103,5,25,25,2,2,Very Good
316,15,79,79,6,6,Fine
484,24,121,121,9,9,Very Good
381,19,95,95,7,7,Very Good
492,24,123,123,9,9,Fine
117,5,29,29,2,2,Good
475,23,118,118,9,9,Good
272,13,68,68,5,5,Good
378,18,94,94,7,7,Fine
262,13,65,65,5,5,Very Good
124,6,31,31,2,2,Very Good
214,10,53,53,4,4,Fine
141,7,35,35,2,2,Very Good
391,19,97,97,7,7,Good
411,20,102,102,8,8,Very Good
432,21,108,108,8,8,Very Good
406,20,101,101,8,8,Very Good
371,18,92,92,7,7,Very Good
127,6,31,31,2,2,Fine
469,23,117,117,9,9,Very Good
216,10,54,54,4,4,Good
211,10,52,52,4,4,Good
357,17,89,89,7,7,Very Good
175,8,43,43,3,3,Very Good
380,19,95,95,7,7,Good
466,23,116,116,9,9,Good
409,20,102,102,8,8,Very Good
379,18,94,94,7,7,Fine
170,8,42,42,3,3,Fine
166,8,41,41,3,3,Very Good
246,12,61,61,4,4,Good
406,20,101,101,8,8,Very Good
384,19,96,96,7,7,Good
155,7,38,38,3,3,Good
249,12,62,62,4,4,Good
329,16,82,82,6,6,Good
272,13,68,68,5,5,Very Good
231,11,57,57,4,4,Very Good
135,6,33,33,2,2,Very Good
371,18,92,92,7,7,Very Good
181,9,45,45,3,3,Very Good
218,10,54,54,4,4,Very Good
374,18,93,93,7,7,Very Good
236,11,59,59,4,4,Very Good
179,8,44,44,3,3,Very Good
388,19,97,97,7,7,Very Good
134,6,33,33,2,2,Very Good
137,6,34,34,2,2,Very Good
270,13,67,67,5,5,Very Good
181,9,45,45,3,3,Very Good
231,11,57,57,4,4,Good
206,10,51,51,4,4,Very Good
250,12,62,62,5,5,Very Good
284,14,71,71,5,5,Good
484,24,121,121,9,9,Good
408,20,102,102,8,8,Very Good
273,13,68,68,5,5,Fine
160,8,40,40,3,3,Good
173,8,43,43,3,3,Very Good
342,17,85,85,6,6,Very Good
460,23,115,115,9,9,Very Good
258,12,64,64,5,5,Very Good
229,11,57,57,4,4,Very Good
466,23,116,116,9,9,Fine
187,9,46,46,3,3,Fine
310,15,77,77,6,6,Very Good
220,11,55,55,4,4,Fine
116,5,29,29,2,2,Very Good
381,19,95,95,7,7,Very Good
171,8,42,42,3,3,Very Good
216,10,54,54,4,4,Very Good
385,19,96,96,7,7,Fine
157,7,39,39,3,3,Fine
381,19,95,95,7,7,Fine
297,14,74,74,5,5,Good
185,9,46,46,3,3,Very Good
109,5,27,27,2,2,Good
299,14,74,74,5,5,Very Good
305,15,76,76,6,6,Very Good
159,7,39,39,3,3,Fine
124,6,31,31,2,2,Very Good
152,7,38,38,3,3,Very Good
372,18,93,93,7,7,Fine
259,12,64,64,5,5,Fine
381,19,95,95,7,7,Very Good
262,13,65,65,5,5,Very Good
107,5,26,26,2,2,Fine
386,19,96,96,7,7,Very Good
464,23,116,116,9,9,Very Good
294,14,73,73,5,5,Good
409,20,102,102,8,8,Very Good
245,12,61,61,4,4,Good
353,17,88,88,7,7,Very Good
324,16,81,81,6,6,Good
123,6,30,30,2,2,Fine
271,13,67,67,5,5,Good
444,22,111,111,8,8,Very Good
462,23,115,115,9,9,Good
491,24,122,122,9,9,Very Good
438,21,109,109,8,8,Very Good
379,18,94,94,7,7,Fine
126,6,31,31,2,2,Good
298,14,74,74,5,5,Very Good
380,19,95,95,7,7,Very Good
311,15,77,77,6,6,Very Good
476,23,119,119,9,9,Fine
241,12,60,60,4,4,Good
143,7,35,35,2,2,Very Good
192,9,48,48,3,3,Very Good
417,20,104,104,8,8,Good
356,17,89,89,7,7,Good
109,5,27,27,2,2,Good
475,23,118,118,9,9,Very Good
141,7,35,35,2,2,Very Good
195,9,48,48,3,3,Very Good
173,8,43,43,3,3,Very Good
476,23,119,119,9,9,Very Good
218,10,54,54,4,4,Good
332,16,83,83,6,6,Good
494,24,123,123,9,9,Good
432,21,108,108,8,8,Very Good
311,15,77,77,6,6,Very Good
318,15,79,79,6,6,Very Good
455,22,113,113,9,9,Very Good
402,20,100,100,8,8,Very Good
177,8,44,44,3,3,Good
378,18,94,94,7,7,Good
430,21,107,107,8,8,Fine
216,10,54,54,4,4,Fine
101,5,25,25,2,2,Very Good
187,9,46,46,3,3,Fine
140,7,35,35,2,2,Good
398,19,99,99,7,7,Fine
243,12,60,60,4,4,Very Good
404,20,101,101,8,8,Fine
149,7,37,37,2,2,Good
445,22,111,111,8,8,Very Good
331,16,82,82,6,6,Good
190,9,47,47,3,3,Good
271,13,67,67,5,5,Very Good
422,21,105,105,8,8,Good
133,6,33,33,2,2,Fine
419,20,104,104,8,8,Very Good
389,19,97,97,7,7,Good
496,24,124,124,9,9,Very Good
219,10,54,54,4,4,Fine
133,6,33,33,2,2,Very Good
145,7,36,36,2,2,Very Good
403,20,100,100,8,8,Good
469,23,117,117,9,9,Very Good
364,18,91,91,7,7,Very Good
241,12,60,60,4,4,Very Good
365,18,91,91,7,7,Good
467,23,116,116,9,9,Good
486,24,121,121,9,9,Very Good
428,21,107,107,8,8,Very Good
327,16,81,81,6,6,Very Good
440,22,110,110,8,8,Good
339,16,84,84,6,6,Fine
206,10,51,51,4,4,Good
340,17,85,85,6,6,Very Good
354,17,88,88,7,7,Fine
493,24,123,123,9,9,Very Good
489,24,122,122,9,9,Fine
234,11,58,58,4,4,Very Good
100,5,25,25,2,2,Good
221,11,55,55,4,4,Good
450,22,112,112,9,9,Good
195,9,48,48,3,3,Good
163,8,40,40,3,3,Fine
113,5,28,28,2,2,Fine
165,8,41,41,3,3,Good
315,15,78,78,6,6,Fine
193,9,48,48,3,3,Very Good
170,8,42,42,3,3,Very Good
340,17,85,85,6,6,Very Good
347,17,86,86,6,6,Very Good
405,20,101,101,8,8,Good
125,6,31,31,2,2,Very Good
128,6,32,32,2,2,Very Good
416,20,104,104,8,8,Very Good
100,5,25,25,2,2,Very Good
204,10,51,51,4,4,Very Good
436,21,109,109,8,8,Fine
154,7,38,38,3,3,Good
216,10,54,54,4,4,Very Good
412,20,103,103,8,8,Good
180,9,45,45,3,3,Very Good
194,9,48,48,3,3,Good
392,19,98,98,7,7,Very Good
499,24,124,124,9,9,Very Good
412,20,103,103,8,8,Good
114,5,28,28,2,2,Very Good
139,6,34,34,2,2,Very Good
431,21,107,107,8,8,Good
389,19,97,97,7,7,Very Good
169,8,42,42,3,3,Very Good
409,20,102,102,8,8,Very Good
142,7,35,35,2,2,Good
422,21,105,105,8,8,Good
278,13,69,69,5,5,Very Good
392,19,98,98,7,7,Good
437,21,109,109,8,8,Good
233,11,58,58,4,4,Good
403,20,100,100,8,8,Good
307,15,76,76,6,6,Very Good
330,16,82,82,6,6,Very Good
284,14,71,71,5,5,Very Good
454,22,113,113,9,9,Very Good
126,6,31,31,2,2,Good
442,22,110,110,8,8,Very Good
321,16,80,80,6,6,Fine
197,9,49,49,3,3,Good
154,7,38,38,3,3,Very Good
454,22,113,113,9,9,Very Good
137,6,34,34,2,2,Fine
173,8,43,43,3,3,Very Good
285,14,71,71,5,5,Fine
269,13,67,67,5,5,Good
210,10,52,52,4,4,Very Good
431,21,107,107,8,8,Very Good
402,20,100,100,8,8,Good
384,19,96,96,7,7,Good
333,16,83,83,6,6,Very Good
180,9,45,45,3,3,Very Good
163,8,40,40,3,3,Good
190,9,47,47,3,3,Fine
397,19,99,99,7,7,Good
365,18,91,91,7,7,Very Good
481,24,120,120,9,9,Good
275,13,68,68,5,5,Good
214,10,53,53,4,4,Good
214,10,53,53,4,4,Very Good
150,7,37,37,3,3,Fine
153,7,38,38,3,3,Good
303,15,75,75,6,6,Good
393,19,98,98,7,7,Very Good
381,19,95,95,7,7,Very Good
467,23,116,116,9,9,Good
442,22,110,110,8,8,Very Good
123,6,30,30,2,2,Fine
241,12,60,60,4,4,Good
439,21,109,109,8,8,Very Good
360,18,90,90,7,7,Very Good
327,16,81,81,6,6,Very Good
311,15,77,77,6,6,Very Good
134,6,33,33,2,2,Very Good
409,20,102,102,8,8,Very Good
357,17,89,89,7,7,Good
250,12,62,62,5,5,Fine
276,13,69,69,5,5,Very Good
399,19,99,99,7,7,Good
110,5,27,27,2,2,Very Good
243,12,60,60,4,4,Fine
214,10,53,53,4,4,Very Good
350,17,87,87,7,7,Very Good
124,6,31,31,2,2,Very Good
335,16,83,83,6,6,Very Good
390,19,97,97,7,7,Good
309,15,77,77,6,6,Fine
150,7,37,37,3,3,Very Good
423,21,105,105,8,8,Good
306,15,76,76,6,6,Very Good
392,19,98,98,7,7,Good
173,8,43,43,3,3,Very Good
439,21,109,109,8,8,Very Good
116,5,29,29,2,2,Very Good
177,8,44,44,3,3,Good
305,15,76,76,6,6,Good
328,16,82,82,6,6,Good
313,15,78,78,6,6,Good
385,19,96,96,7,7,Very Good
403,20,100,100,8,8,Very Good
226,11,56,56,4,4,Very Good
394,19,98,98,7,7,Very Good
218,10,54,54,4,4,Very Good
450,22,112,112,9,9,Good
374,18,93,93,7,7,Very Good
500,25,125,125,10,10,Very Good
388,19,97,97,7,7,Very Good
414,20,103,103,8,8,Good
372,18,93,93,7,7,Good
274,13,68,68,5,5,Very Good
427,21,106,106,8,8,Good
397,19,99,99,7,7,Good
104,5,26,26,2,2,Good
342,17,85,85,6,6,Very Good
448,22,112,112,8,8,Very Good
108,5,27,27,2,2,Fine
217,10,54,54,4,4,Very Good
236,11,59,59,4,4,Fine
449,22,112,112,8,8,Very Good
161,8,40,40,3,3,Very Good
153,7,38,38,3,3,Very Good
347,17,86,86,6,6,Very Good
224,11,56,56,4,4,Very Good
173,8,43,43,3,3,Good
463,23,115,115,9,9,Very Good
322,16,80,80,6,6,Very Good
231,11,57,57,4,4,Good
247,12,61,61,4,4,Good
148,7,37,37,2,2,Very Good
495,24,123,123,9,9,Very Good
395,19,98,98,7,7,Fine
393,19,98,98,7,7,Very Good
155,7,38,38,3,3,Very Good
114,5,28,28,2,2,Very Good
264,13,66,66,5,5,Good
396,19,99,99,7,7,Very Good
461,23,115,115,9,9,Very Good
296,14,74,74,5,5,Good
319,15,79,79,6,6,Fine
445,22,111,111,8,8,Good
364,18,91,91,7,7,Fine
190,9,47,47,3,3,Very Good
177,8,44,44,3,3,Good
465,23,116,116,9,9,Very Good
226,11,56,56,4,4,Fine
276,13,69,69,5,5,Good
490,24,122,122,9,9,Good
254,12,63,63,5,5,Very Good
299,14,74,74,5,5,Fine
281,14,70,70,5,5,Very Good
487,24,121,121,9,9,Good
210,10,52,52,4,4,Very Good
431,21,107,107,8,8,Very Good
137,6,34,34,2,2,Very Good
216,10,54,54,4,4,Good
294,14,73,73,5,5,Very Good
348,17,87,87,6,6,Good
424,21,106,106,8,8,Good
289,14,72,72,5,5,Good
140,7,35,35,2,2,Fine
435,21,108,108,8,8,Very Good
318,15,79,79,6,6,Good
151,7,37,37,3,3,Very Good
242,12,60,60,4,4,Very Good
142,7,35,35,2,2,Good
427,21,106,106,8,8,Good
317,15,79,79,6,6,Good
118,5,29,29,2,2,Very Good
173,8,43,43,3,3,Good
194,9,48,48,3,3,Good
209,10,52,52,4,4,Very Good
205,10,51,51,4,4,Good
171,8,42,42,3,3,Very Good
492,24,123,123,9,9,Very Good
402,20,100,100,8,8,Good
335,16,83,83,6,6,Fine
404,20,101,101,8,8,Very Good
217,10,54,54,4,4,Very Good
454,22,113,113,9,9,Very Good
261,13,65,65,5,5,Good
260,13,65,65,5,5,Fine
210,10,52,52,4,4,Very Good
426,21,106,106,8,8,Fine
223,11,55,55,4,4,Fine
208,10,52,52,4,4,Very Good
290,14,72,72,5,5,Good
256,12,64,64,5,5,Good
204,10,51,51,4,4,Good
483,24,120,120,9,9,Good
206,10,51,51,4,4,Very Good
275,13,68,68,5,5,Very Good
166,8,41,41,3,3,Very Good
278,13,69,69,5,5,Good
428,21,107,107,8,8,Good
453,22,113,113,9,9,Very Good
315,15,78,78,6,6,Good
314,15,78,78,6,6,Very Good
304,15,76,76,6,6,Very Good
221,11,55,55,4,4,Very Good
252,12,63,63,5,5,Very Good
172,8,43,43,3,3,Very Good
499,24,124,124,9,9,Very Good
246,12,61,61,4,4,Good
437,21,109,109,8,8,Good
175,8,43,43,3,3,Good
113,5,28,28,2,2,Good
192,9,48,48,3,3,Good
444,22,111,111,8,8,Good
162,8,40,40,3,3,Good
482,24,120,120,9,9,Fine
452,22,113,113,9,9,Fine
130,6,32,32,2,2,Fine
354,17,88,88,7,7,Good
396,19,99,99,7,7,Fine
329,16,82,82,6,6,Fine
281,14,70,70,5,5,Good
283,14,70,70,5,5,Very Good
199,9,49,49,3,3,Fine
350,17,87,87,7,7,Very Good
284,14,71,71,5,5,Very Good
127,6,31,31,2,2,Good
303,15,75,75,6,6,Very Good
489,24,122,122,9,9,Fine
431,21,107,107,8,8,Fine
277,13,69,69,5,5,Fine
427,21,106,106,8,8,Fine
247,12,61,61,4,4,Fine
119,5,29,29,2,2,Good
381,19,95,95,7,7,Fine
231,11,57,57,4,4,Very Good
170,8,42,42,3,3,Fine
211,10,52,52,4,4,Good
377,18,94,94,7,7,Good
421,21,105,105,8,8,Very Good
104,5,26,26,2,2,Very Good
369,18,92,92,7,7,Good
375,18,93,93,7,7,Very Good
189,9,47,47,3,3,Good
254,12,63,63,5,5,Very Good
135,6,33,33,2,2,Good
234,11,58,58,4,4,Very Good
254,12,63,63,5,5,Good
337,16,84,84,6,6,Good
247,12,61,61,4,4,Very Good
324,16,81,81,6,6,Good
454,22,113,113,9,9,Good
310,15,77,77,6,6,Very Good
299,14,74,74,5,5,Good
204,10,51,51,4,4,Good
333,16,83,83,6,6,Fine
216,10,54,54,4,4,Very Good
383,19,95,95,7,7,Very Good
339,16,84,84,6,6,Very Good
499,24,124,124,9,9,Very Good
177,8,44,44,3,3,Very Good
194,9,48,48,3,3,Fine
293,14,73,73,5,5,Very Good
479,23,119,119,9,9,Very Good
290,14,72,72,5,5,Good
313,15,78,78,6,6,Good
382,19,95,95,7,7,Very Good
461,23,115,115,9,9,Very Good
326,16,81,81,6,6,Fine
250,12,62,62,5,5,Very Good
352,17,88,88,7,7,Good
418,20,104,104,8,8,Very Good
158,7,39,39,3,3,Good
238,11,59,59,4,4,Very Good
275,13,68,68,5,5,Good
162,8,40,40,3,3,Fine
297,14,74,74,5,5,Very Good
151,7,37,37,3,3,Very Good
128,6,32,32,2,2,Very Good
152,7,38,38,3,3,Very Good
245,12,61,61,4,4,Fine
176,8,44,44,3,3,Good
206,10,51,51,4,4,Very Good
360,18,90,90,7,7,Very Good
137,6,34,34,2,2,Good
386,19,96,96,7,7,Good
320,16,80,80,6,6,Very Good
452,22,113,113,9,9,Good
176,8,44,44,3,3,Good
475,23,118,118,9,9,Good
430,21,107,107,8,8,Very Good
340,17,85,85,6,6,Fine
378,18,94,94,7,7,Good
379,18,94,94,7,7,Very Good
487,24,121,121,9,9,Very Good
289,14,72,72,5,5,Very Good
377,18,94,94,7,7,Very Good
268,13,67,67,5,5,Very Good
142,7,35,35,2,2,Fine
427,21,106,106,8,8,Very Good
356,17,89,89,7,7,Very Good
116,5,29,29,2,2,Very Good
488,24,122,122,9,9,Very Good
408,20,102,102,8,8,Very Good
114,5,28,28,2,2,Good
104,5,26,26,2,2,Fine
167,8,41,41,3,3,Very Good
220,11,55,55,4,4,Very Good
445,22,111,111,8,8,Fine
424,21,106,106,8,8,Very Good
358,17,89,89,7,7,Fine
448,22,112,112,8,8,Good
440,22,110,110,8,8,Fine
341,17,85,85,6,6,Good
231,11,57,57,4,4,Very Good
125,6,31,31,2,2,Very Good
144,7,36,36,2,2,Fine
378,18,94,94,7,7,Good
203,10,50,50,4,4,Very Good
355,17,88,88,7,7,Good
401,20,100,100,8,8,Good
247,12,61,61,4,4,Very Good
363,18,90,90,7,7,Very Good
309,15,77,77,6,6,Very Good
165,8,41,41,3,3,Very Good
150,7,37,37,3,3,Very Good
382,19,95,95,7,7,Fine
377,18,94,94,7,7,Fine
171,8,42,42,3,3,Good
295,14,73,73,5,5,Good
473,23,118,118,9,9,Very Good
176,8,44,44,3,3,Fine
347,17,86,86,6,6,Very Good
168,8,42,42,3,3,Good
383,19,95,95,7,7,Very Good
443,22,110,110,8,8,Fine
347,17,86,86,6,6,Good
365,18,91,91,7,7,Fine
305,15,76,76,6,6,Fine
143,7,35,35,2,2,Good
302,15,75,75,6,6,Very Good
293,14,73,73,5,5,Very Good
178,8,44,44,3,3,Good
403,20,100,100,8,8,Good
147,7,36,36,2,2,Very Good
498,24,124,124,9,9,Good
361,18,90,90,7,7,Very Good
319,15,79,79,6,6,Good
316,15,79,79,6,6,Fine
435,21,108,108,8,8,Good
452,22,113,113,9,9,Very Good
250,12,62,62,5,5,Very Good
170,8,42,42,3,3,Very Good
273,13,68,68,5,5,Very Good
377,18,94,94,7,7,Good
463,23,115,115,9,9,Good
416,20,104,104,8,8,Very Good
273,13,68,68,5,5,Very Good
450,22,112,112,9,9,Very Good
318,15,79,79,6,6,Fine
229,11,57,57,4,4,Good
474,23,118,118,9,9,Very Good
157,7,39,39,3,3,Very Good
340,17,85,85,6,6,Very Good
164,8,41,41,3,3,Good
453,22,113,113,9,9,Good
318,15,79,79,6,6,Very Good
276,13,69,69,5,5,Fine
267,13,66,66,5,5,Very Good
402,20,100,100,8,8,Very Good
187,9,46,46,3,3,Very Good
422,21,105,105,8,8,Good
113,5,28,28,2,2,Very Good
118,5,29,29,2,2,Very Good
179,8,44,44,3,3,Fine
467,23,116,116,9,9,Good
385,19,96,96,7,7,Fine
385,19,96,96,7,7,Very Good
206,10,51,51,4,4,Very Good
370,18,92,92,7,7,Good
369,18,92,92,7,7,Fine
179,8,44,44,3,3,Fine
224,11,56,56,4,4,Good
233,11,58,58,4,4,Very Good
422,21,105,105,8,8,Good
128,6,32,32,2,2,Good
315,15,78,78,6,6,Good
299,14,74,74,5,5,Very Good
473,23,118,118,9,9,Very Good
200,10,50,50,4,4,Very Good
280,14,70,70,5,5,Fine
121,6,30,30,2,2,Very Good
353,17,88,88,7,7,Very Good
427,21,106,106,8,8,Very Good
271,13,67,67,5,5,Good
347,17,86,86,6,6,Fine
273,13,68,68,5,5,Fine
481,24,120,120,9,9,Good
309,15,77,77,6,6,Good
185,9,46,46,3,3,Good
204,10,51,51,4,4,Very Good
399,19,99,99,7,7,Good
302,15,75,75,6,6,Good
167,8,41,41,3,3,Fine
241,12,60,60,4,4,Good
473,23,118,118,9,9,Very Good
442,22,110,110,8,8,Good
496,24,124,124,9,9,Good
343,17,85,85,6,6,Good
261,13,65,65,5,5,Fine
356,17,89,89,7,7,Very Good
171,8,42,42,3,3,Good
483,24,120,120,9,9,Very Good
422,21,105,105,8,8,Very Good
304,15,76,76,6,6,Very Good
434,21,108,108,8,8,Good
257,12,64,64,5,5,Very Good
356,17,89,89,7,7,Good
124,6,31,31,2,2,Good
248,12,62,62,4,4,Fine
129,6,32,32,2,2,Good
351,17,87,87,7,7,Very Good
246,12,61,61,4,4,Good
155,7,38,38,3,3,Good
399,19,99,99,7,7,Good
406,20,101,101,8,8,Very Good
358,17,89,89,7,7,Fine
351,17,87,87,7,7,Good
475,23,118,118,9,9,Fine
137,6,34,34,2,2,Fine
250,12,62,62,5,5,Very Good
219,10,54,54,4,4,Very Good
145,7,36,36,2,2,Good
223,11,55,55,4,4,Very Good
433,21,108,108,8,8,Very Good
465,23,116,116,9,9,Good
311,15,77,77,6,6,Fine
280,14,70,70,5,5,Very Good
496,24,124,124,9,9,Good
251,12,62,62,5,5,Very Good
465,23,116,116,9,9,Very Good
182,9,45,45,3,3,Good
100,5,25,25,2,2,Very Good
385,19,96,96,7,7,Good
121,6,30,30,2,2,Very Good
182,9,45,45,3,3,Very Good
412,20,103,103,8,8,Very Good
369,18,92,92,7,7,Very Good
168,8,42,42,3,3,Good
129,6,32,32,2,2,Good
415,20,103,103,8,8,Very Good
389,19,97,97,7,7,Good
376,18,94,94,7,7,Very Good
253,12,63,63,5,5,Good
141,7,35,35,2,2,Fine
324,16,81,81,6,6,Very Good
269,13,67,67,5,5,Very Good
127,6,31,31,2,2,Good
215,10,53,53,4,4,Fine
394,19,98,98,7,7,Good
108,5,27,27,2,2,Very Good
382,19,95,95,7,7,Very Good
247,12,61,61,4,4,Good
187,9,46,46,3,3,Good
112,5,28,28,2,2,Very Good
132,6,33,33,2,2,Very Good
162,8,40,40,3,3,Very Good
479,23,119,119,9,9,Very Good
215,10,53,53,4,4,Good
276,13,69,69,5,5,Very Good
131,6,32,32,2,2,Very Good
407,20,101,101,8,8,Good
411,20,102,102,8,8,Very Good
412,20,103,103,8,8,Very Good
364,18,91,91,7,7,Good
395,19,98,98,7,7,Good
391,19,97,97,7,7,Very Good
238,11,59,59,4,4,Fine
185,9,46,46,3,3,Very Good
126,6,31,31,2,2,Very Good
407,20,101,101,8,8,Very Good
474,23,118,118,9,9,Very Good
123,6,30,30,2,2,Fine
247,12,61,61,4,4,Very Good
446,22,111,111,8,8,Very Good
419,20,104,104,8,8,Fine
198,9,49,49,3,3,Very Good
476,23,119,119,9,9,Very Good
298,14,74,74,5,5,Very Good
121,6,30,30,2,2,Good
442,22,110,110,8,8,Very Good
320,16,80,80,6,6,Very Good
473,23,118,118,9,9,Very Good
395,19,98,98,7,7,Good
294,14,73,73,5,5,Very Good
222,11,55,55,4,4,Very Good
216,10,54,54,4,4,Very Good
226,11,56,56,4,4,Very Good
288,14,72,72,5,5,Very Good
248,12,62,62,4,4,Very Good
456,22,114,114,9,9,Good
350,17,87,87,7,7,Very Good
130,6,32,32,2,2,Very Good
436,21,109,109,8,8,Fine
215,10,53,53,4,4,Very Good
152,7,38,38,3,3,Very Good
269,13,67,67,5,5,Fine
492,24,123,123,9,9,Very Good
472,23,118,118,9,9,Very Good
490,24,122,122,9,9,Fine
485,24,121,121,9,9,Very Good
145,7,36,36,2,2,Very Good
143,7,35,35,2,2,Good
230,11,57,57,4,4,Very Good
118,5,29,29,2,2,Very Good
371,18,92,92,7,7,Very Good
431,21,107,107,8,8,Very Good
378,18,94,94,7,7,Fine
312,15,78,78,6,6,Very Good
416,20,104,104,8,8,Good
274,13,68,68,5,5,Very Good
149,7,37,37,2,2,Very Good
304,15,76,76,6,6,Good
268,13,67,67,5,5,Very Good
206,10,51,51,4,4,Very Good
500,25,125,125,10,10,Good
337,16,84,84,6,6,Very Good
413,20,103,103,8,8,Good
208,10,52,52,4,4,Fine
386,19,96,96,7,7,Good
277,13,69,69,5,5,Very Good
193,9,48,48,3,3,Good
278,13,69,69,5,5,Fine
497,24,124,124,9,9,Very Good
399,19,99,99,7,7,Very Good
488,24,122,122,9,9,Good
303,15,75,75,6,6,Fine
162,8,40,40,3,3,Good
310,15,77,77,6,6,Very Good
474,23,118,118,9,9,Fine
393,19,98,98,7,7,Very Good
479,23,119,119,9,9,Very Good
208,10,52,52,4,4,Very Good
325,16,81,81,6,6,Good
297,14,74,74,5,5,Fine
158,7,39,39,3,3,Very Good
444,22,111,111,8,8,Good
258,12,64,64,5,5,Very Good
420,21,105,105,8,8,Very Good
351,17,87,87,7,7,Very Good
334,16,83,83,6,6,Very Good
229,11,57,57,4,4,Very Good
251,12,62,62,5,5,Good
274,13,68,68,5,5,Very Good
268,13,67,67,5,5,Fine
165,8,41,41,3,3,Fine
185,9,46,46,3,3,Very Good
365,18,91,91,7,7,Very Good
395,19,98,98,7,7,Very Good
153,7,38,38,3,3,Good
496,24,124,124,9,9,Fine
420,21,105,105,8,8,Very Good
228,11,57,57,4,4,Good
190,9,47,47,3,3,Good
185,9,46,46,3,3,Very Good
433,21,108,108,8,8,Very Good
154,7,38,38,3,3,Very Good
397,19,99,99,7,7,Good
251,12,62,62,5,5,Good
134,6,33,33,2,2,Good
134,6,33,33,2,2,Fine
391,19,97,97,7,7,Good
363,18,90,90,7,7,Fine
499,24,124,124,9,9,Good
294,14,73,73,5,5,Very Good
136,6,34,34,2,2,Very Good
384,19,96,96,7,7,Good
488,24,122,122,9,9,Very Good
480,24,120,120,9,9,Good
414,20,103,103,8,8,Very Good
154,7,38,38,3,3,Very Good
231,11,57,57,4,4,Good
226,11,56,56,4,4,Very Good
108,5,27,27,2,2,Fine
156,7,39,39,3,3,Good
266,13,66,66,5,5,Fine
308,15,77,77,6,6,Fine
234,11,58,58,4,4,Fine
442,22,110,110,8,8,Good
120,6,30,30,2,2,Good
263,13,65,65,5,5,Very Good
280,14,70,70,5,5,Good
317,15,79,79,6,6,Very Good
491,24,122,122,9,9,Good
353,17,88,88,7,7,Good
344,17,86,86,6,6,Good
349,17,87,87,6,6,Good
277,13,69,69,5,5,Very Good
373,18,93,93,7,7,Very Good
445,22,111,111,8,8,Good
263,13,65,65,5,5,Fine
268,13,67,67,5,5,Very Good
214,10,53,53,4,4,Fine
191,9,47,47,3,3,Very Good
445,22,111,111,8,8,Very Good
331,16,82,82,6,6,Good
273,13,68,68,5,5,Fine
483,24,120,120,9,9,Fine
257,12,64,64,5,5,Good
254,12,63,63,5,5,Very Good
257,12,64,64,5,5,Very Good
192,9,48,48,3,3,Fine
254,12,63,63,5,5,Very Good
194,9,48,48,3,3,Good
409,20,102,102,8,8,Good
375,18,93,93,7,7,Very Good
305,15,76,76,6,6,Good
275,13,68,68,5,5,Good
240,12,60,60,4,4,Fine
286,14,71,71,5,5,Very Good
171,8,42,42,3,3,Very Good
279,13,69,69,5,5,Very Good
289,14,72,72,5,5,Good
301,15,75,75,6,6,Fine
390,19,97,97,7,7,Very Good
406,20,101,101,8,8,Fine
287,14,71,71,5,5,Very Good
434,21,108,108,8,8,Good
469,23,117,117,9,9,Very Good
139,6,34,34,2,2,Very Good
319,15,79,79,6,6,Very Good
111,5,27,27,2,2,Very Good
192,9,48,48,3,3,Fine
277,13,69,69,5,5,Fine
459,22,114,114,9,9,Good
477,23,119,119,9,9,Very Good
402,20,100,100,8,8,Good
241,12,60,60,4,4,Very Good
407,20,101,101,8,8,Very Good
375,18,93,93,7,7,Good
117,5,29,29,2,2,Very Good
424,21,106,106,8,8,Good
490,24,122,122,9,9,Very Good
158,7,39,39,3,3,Very Good
220,11,55,55,4,4,Very Good
359,17,89,89,7,7,Very Good
211,10,52,52,4,4,Very Good
424,21,106,106,8,8,Very Good
368,18,92,92,7,7,Very Good
354,17,88,88,7,7,Fine
167,8,41,41,3,3,Very Good
161,8,40,40,3,3,Very Good
448,22,112,112,8,8,Very Good
294,14,73,73,5,5,Very Good
405,20,101,101,8,8,Fine
260,13,65,65,5,5,Good
