noStudents,noStaffs,noBench_and_Desk,noComputer,noBoard,noClassrooms,prevPassPercentage,status
340,17,85,85,6,6,71,Very Good
164,8,41,41,3,3,69,Good
152,7,38,38,3,3,89,Very Good
259,12,64,64,5,5,74,Very Good
176,8,44,44,3,3,71,Very Good
175,8,43,43,3,3,79,Very Good
105,5,26,26,2,2,76,Very Good
391,19,97,97,7,7,93,Very Good
135,6,33,33,2,2,70,Very Good
226,11,56,56,4,4,86,Very Good
235,11,58,58,4,4,57,Good
160,8,40,40,3,3,100,Very Good
406,20,101,101,8,8,62,Good
462,23,115,115,9,9,57,Good
263,13,65,65,5,5,56,Good
256,12,64,64,5,5,86,Very Good
486,24,121,121,9,9,69,Good
166,8,41,41,3,3,98,Very Good
247,12,61,61,4,4,90,Very Good
317,15,79,79,6,6,86,Very Good
260,13,65,65,5,5,74,Very Good
399,19,99,99,7,7,70,Very Good
445,22,111,111,8,8,92,Very Good
103,5,25,25,2,2,41,Fine
385,19,96,96,7,7,76,Very Good
167,8,41,41,3,3,92,Very Good
315,15,78,78,6,6,45,Fine
156,7,39,39,3,3,97,Very Good
301,15,75,75,6,6,50,Good
402,20,100,100,8,8,60,Good
192,9,48,48,3,3,65,Good
125,6,31,31,2,2,56,Good
121,6,30,30,2,2,42,Fine
206,10,51,51,4,4,54,Good
395,19,98,98,7,7,64,Good
362,18,90,90,7,7,63,Good
310,15,77,77,6,6,51,Good
306,15,76,76,6,6,59,Good
419,20,104,104,8,8,42,Fine
172,8,43,43,3,3,82,Very Good
125,6,31,31,2,2,91,Very Good
250,12,62,62,5,5,64,Good
128,6,32,32,2,2,47,Fine
380,19,95,95,7,7,73,Very Good
206,10,51,51,4,4,86,Very Good
369,18,92,92,7,7,60,Good
470,23,117,117,9,9,61,Good
322,16,80,80,6,6,52,Good
168,8,42,42,3,3,42,Fine
454,22,113,113,9,9,65,Good
386,19,96,96,7,7,40,Fine
414,20,103,103,8,8,82,Very Good
265,13,66,66,5,5,87,Very Good
442,22,110,110,8,8,82,Very Good
346,17,86,86,6,6,73,Very Good
209,10,52,52,4,4,45,Fine
307,15,76,76,6,6,61,Good
201,10,50,50,4,4,63,Good
203,10,50,50,4,4,94,Very Good
411,20,102,102,8,8,44,Fine
264,13,66,66,5,5,65,Good
403,20,100,100,8,8,56,Good
159,7,39,39,3,3,53,Good
326,16,81,81,6,6,71,Very Good
415,20,103,103,8,8,84,Very Good
309,15,77,77,6,6,53,Good
448,22,112,112,8,8,67,Good
157,7,39,39,3,3,91,Very Good
446,22,111,111,8,8,57,Good
317,15,79,79,6,6,69,Good
347,17,86,86,6,6,49,Fine
460,23,115,115,9,9,54,Good
322,16,80,80,6,6,98,Very Good
325,16,81,81,6,6,59,Good
424,21,106,106,8,8,100,Very Good
379,18,94,94,7,7,76,Very Good
165,8,41,41,3,3,49,Fine
417,20,104,104,8,8,56,Good
486,24,121,121,9,9,40,Fine
334,16,83,83,6,6,68,Good
167,8,41,41,3,3,69,Good
348,17,87,87,6,6,57,Good
299,14,74,74,5,5,46,Fine
320,16,80,80,6,6,93,Very Good
280,14,70,70,5,5,46,Fine
326,16,81,81,6,6,43,Fine
100,5,25,25,2,2,97,Very Good
228,11,57,57,4,4,64,Good
132,6,33,33,2,2,69,Good
180,9,45,45,3,3,80,Very Good
332,16,83,83,6,6,67,Good
471,23,117,117,9,9,86,Very Good
355,17,88,88,7,7,43,Fine
148,7,37,37,2,2,74,Very Good
135,6,33,33,2,2,42,Fine
240,12,60,60,4,4,84,Very Good
224,11,56,56,4,4,58,Good
381,19,95,95,7,7,87,Very Good
264,13,66,66,5,5,72,Very Good
475,23,118,118,9,9,82,Very Good
357,17,89,89,7,7,40,Fine
246,12,61,61,4,4,44,Fine
432,21,108,108,8,8,43,Fine
113,5,28,28,2,2,69,Good
115,5,28,28,2,2,66,Good
239,11,59,59,4,4,58,Good
190,9,47,47,3,3,54,Good
213,10,53,53,4,4,65,Good
336,16,84,84,6,6,56,Good
265,13,66,66,5,5,40,Fine
409,20,102,102,8,8,62,Good
284,14,71,71,5,5,73,Very Good
471,23,117,117,9,9,76,Very Good
122,6,30,30,2,2,75,Very Good
349,17,87,87,6,6,66,Good
313,15,78,78,6,6,90,Very Good
287,14,71,71,5,5,94,Very Good
463,23,115,115,9,9,100,Very Good
354,17,88,88,7,7,54,Good
445,22,111,111,8,8,50,Good
196,9,49,49,3,3,68,Good
315,15,78,78,6,6,88,Very Good
264,13,66,66,5,5,77,Very Good
500,25,125,125,10,10,60,Good
322,16,80,80,6,6,95,Very Good
237,11,59,59,4,4,48,Fine
480,24,120,120,9,9,97,Very Good
257,12,64,64,5,5,70,Very Good
384,19,96,96,7,7,48,Fine
442,22,110,110,8,8,79,Very Good
255,12,63,63,5,5,53,Good
183,9,45,45,3,3,88,Very Good
285,14,71,71,5,5,87,Very Good
188,9,47,47,3,3,54,Good
293,14,73,73,5,5,75,Very Good
308,15,77,77,6,6,80,Very Good
143,7,35,35,2,2,53,Good
193,9,48,48,3,3,76,Very Good
448,22,112,112,8,8,100,Very Good
291,14,72,72,5,5,46,Fine
267,13,66,66,5,5,48,Fine
410,20,102,102,8,8,97,Very Good
360,18,90,90,7,7,40,Fine
119,5,29,29,2,2,55,Good
103,5,25,25,2,2,43,Fine
444,22,111,111,8,8,83,Very Good
436,21,109,109,8,8,61,Good
130,6,32,32,2,2,84,Very Good
360,18,90,90,7,7,44,Fine
210,10,52,52,4,4,80,Very Good
199,9,49,49,3,3,51,Good
373,18,93,93,7,7,60,Good
315,15,78,78,6,6,41,Fine
470,23,117,117,9,9,85,Very Good
229,11,57,57,4,4,64,Good
159,7,39,39,3,3,90,Very Good
401,20,100,100,8,8,77,Very Good
255,12,63,63,5,5,53,Good
143,7,35,35,2,2,72,Very Good
324,16,81,81,6,6,61,Good
252,12,63,63,5,5,99,Very Good
220,11,55,55,4,4,43,Fine
266,13,66,66,5,5,49,Fine
238,11,59,59,4,4,75,Very Good
179,8,44,44,3,3,73,Very Good
492,24,123,123,9,9,93,Very Good
134,6,33,33,2,2,43,Fine
308,15,77,77,6,6,79,Very Good
264,13,66,66,5,5,44,Fine
271,13,67,67,5,5,91,Very Good
190,9,47,47,3,3,97,Very Good
394,19,98,98,7,7,92,Very Good
164,8,41,41,3,3,87,Very Good
311,15,77,77,6,6,73,Very Good
173,8,43,43,3,3,83,Very Good
468,23,117,117,9,9,92,Very Good
490,24,122,122,9,9,87,Very Good
222,11,55,55,4,4,85,Very Good
406,20,101,101,8,8,81,Very Good
476,23,119,119,9,9,82,Very Good
244,12,61,61,4,4,98,Very Good
482,24,120,120,9,9,58,Good
471,23,117,117,9,9,85,Very Good
124,6,31,31,2,2,87,Very Good
447,22,111,111,8,8,43,Fine
484,24,121,121,9,9,60,Good
346,17,86,86,6,6,61,Good
266,13,66,66,5,5,44,Fine
357,17,89,89,7,7,41,Fine
476,23,119,119,9,9,51,Good
430,21,107,107,8,8,88,Very Good
311,15,77,77,6,6,76,Very Good
449,22,112,112,8,8,40,Fine
355,17,88,88,7,7,72,Very Good
338,16,84,84,6,6,63,Good
430,21,107,107,8,8,83,Very Good
204,10,51,51,4,4,45,Fine
419,20,104,104,8,8,86,Very Good
265,13,66,66,5,5,71,Very Good
312,15,78,78,6,6,60,Good
235,11,58,58,4,4,69,Good
205,10,51,51,4,4,73,Very Good
439,21,109,109,8,8,44,Fine
326,16,81,81,6,6,63,Good
480,24,120,120,9,9,69,Good
480,24,120,120,9,9,100,Very Good
277,13,69,69,5,5,42,Fine
260,13,65,65,5,5,76,Very Good
231,11,57,57,4,4,91,Very Good
494,24,123,123,9,9,64,Good
373,18,93,93,7,7,98,Very Good
175,8,43,43,3,3,74,Very Good
444,22,111,111,8,8,61,Good
483,24,120,120,9,9,51,Good
340,17,85,85,6,6,82,Very Good
364,18,91,91,7,7,49,Fine
224,11,56,56,4,4,91,Very Good
433,21,108,108,8,8,43,Fine
373,18,93,93,7,7,40,Fine
295,14,73,73,5,5,70,Very Good
171,8,42,42,3,3,87,Very Good
305,15,76,76,6,6,90,Very Good
448,22,112,112,8,8,72,Very Good
228,11,57,57,4,4,65,Good
188,9,47,47,3,3,90,Very Good
267,13,66,66,5,5,86,Very Good
438,21,109,109,8,8,53,Good
203,10,50,50,4,4,65,Good
165,8,41,41,3,3,92,Very Good
492,24,123,123,9,9,76,Very Good
475,23,118,118,9,9,94,Very Good
377,18,94,94,7,7,64,Good
446,22,111,111,8,8,85,Very Good
439,21,109,109,8,8,79,Very Good
434,21,108,108,8,8,58,Good
314,15,78,78,6,6,64,Good
431,21,107,107,8,8,72,Very Good
376,18,94,94,7,7,49,Fine
140,7,35,35,2,2,58,Good
220,11,55,55,4,4,95,Very Good
309,15,77,77,6,6,55,Good
363,18,90,90,7,7,78,Very Good
407,20,101,101,8,8,45,Fine
430,21,107,107,8,8,94,Very Good
377,18,94,94,7,7,72,Very Good
351,17,87,87,7,7,86,Very Good
170,8,42,42,3,3,80,Very Good
490,24,122,122,9,9,81,Very Good
438,21,109,109,8,8,69,Good
344,17,86,86,6,6,45,Fine
165,8,41,41,3,3,59,Good
109,5,27,27,2,2,54,Good
294,14,73,73,5,5,77,Very Good
319,15,79,79,6,6,92,Very Good
252,12,63,63,5,5,56,Good
452,22,113,113,9,9,71,Very Good
280,14,70,70,5,5,88,Very Good
382,19,95,95,7,7,58,Good
128,6,32,32,2,2,92,Very Good
232,11,58,58,4,4,81,Very Good
135,6,33,33,2,2,48,Fine
331,16,82,82,6,6,63,Good
175,8,43,43,3,3,54,Good
498,24,124,124,9,9,87,Very Good
175,8,43,43,3,3,65,Good
234,11,58,58,4,4,94,Very Good
467,23,116,116,9,9,59,Good
441,22,110,110,8,8,54,Good
420,21,105,105,8,8,73,Very Good
251,12,62,62,5,5,84,Very Good
499,24,124,124,9,9,42,Fine
449,22,112,112,8,8,81,Very Good
201,10,50,50,4,4,43,Fine
186,9,46,46,3,3,92,Very Good
247,12,61,61,4,4,98,Very Good
397,19,99,99,7,7,53,Good
275,13,68,68,5,5,43,Fine
338,16,84,84,6,6,42,Fine
111,5,27,27,2,2,73,Very Good
208,10,52,52,4,4,61,Good
159,7,39,39,3,3,58,Good
349,17,87,87,6,6,52,Good
387,19,96,96,7,7,56,Good
150,7,37,37,3,3,63,Good
340,17,85,85,6,6,55,Good
455,22,113,113,9,9,81,Very Good
100,5,25,25,2,2,76,Very Good
281,14,70,70,5,5,85,Very Good
345,17,86,86,6,6,81,Very Good
303,15,75,75,6,6,45,Fine
495,24,123,123,9,9,90,Very Good
442,22,110,110,8,8,94,Very Good
285,14,71,71,5,5,42,Fine
304,15,76,76,6,6,92,Very Good
125,6,31,31,2,2,57,Good
185,9,46,46,3,3,56,Good
424,21,106,106,8,8,100,Very Good
299,14,74,74,5,5,88,Very Good
441,22,110,110,8,8,96,Very Good
111,5,27,27,2,2,88,Very Good
324,16,81,81,6,6,94,Very Good
312,15,78,78,6,6,59,Good
276,13,69,69,5,5,71,Very Good
359,17,89,89,7,7,97,Very Good
379,18,94,94,7,7,40,Fine
487,24,121,121,9,9,51,Good
105,5,26,26,2,2,84,Very Good
369,18,92,92,7,7,64,Good
471,23,117,117,9,9,46,Fine
223,11,55,55,4,4,77,Very Good
123,6,30,30,2,2,49,Fine
404,20,101,101,8,8,55,Good
181,9,45,45,3,3,95,Very Good
482,24,120,120,9,9,99,Very Good
261,13,65,65,5,5,80,Very Good
307,15,76,76,6,6,49,Fine
197,9,49,49,3,3,78,Very Good
353,17,88,88,7,7,91,Very Good
107,5,26,26,2,2,93,Very Good
109,5,27,27,2,2,97,Very Good
316,15,79,79,6,6,53,Good
126,6,31,31,2,2,69,Good
235,11,58,58,4,4,58,Good
417,20,104,104,8,8,60,Good
114,5,28,28,2,2,55,Good
478,23,119,119,9,9,87,Very Good
442,22,110,110,8,8,86,Very Good
480,24,120,120,9,9,54,Good
322,16,80,80,6,6,62,Good
380,19,95,95,7,7,99,Very Good
404,20,101,101,8,8,73,Very Good
204,10,51,51,4,4,54,Good
196,9,49,49,3,3,44,Fine
435,21,108,108,8,8,78,Very Good
455,22,113,113,9,9,49,Fine
198,9,49,49,3,3,92,Very Good
141,7,35,35,2,2,60,Good
253,12,63,63,5,5,68,Good
485,24,121,121,9,9,57,Good
202,10,50,50,4,4,72,Very Good
199,9,49,49,3,3,41,Fine
482,24,120,120,9,9,66,Good
217,10,54,54,4,4,88,Very Good
486,24,121,121,9,9,56,Good
214,10,53,53,4,4,89,Very Good
187,9,46,46,3,3,55,Good
405,20,101,101,8,8,43,Fine
346,17,86,86,6,6,49,Fine
373,18,93,93,7,7,65,Good
427,21,106,106,8,8,69,Good
255,12,63,63,5,5,66,Good
457,22,114,114,9,9,76,Very Good
173,8,43,43,3,3,87,Very Good
127,6,31,31,2,2,48,Fine
330,16,82,82,6,6,95,Very Good
402,20,100,100,8,8,74,Very Good
472,23,118,118,9,9,41,Fine
344,17,86,86,6,6,40,Fine
137,6,34,34,2,2,55,Good
469,23,117,117,9,9,44,Fine
283,14,70,70,5,5,68,Good
151,7,37,37,3,3,67,Good
339,16,84,84,6,6,69,Good
345,17,86,86,6,6,40,Fine
322,16,80,80,6,6,90,Very Good
482,24,120,120,9,9,71,Very Good
186,9,46,46,3,3,55,Good
365,18,91,91,7,7,97,Very Good
345,17,86,86,6,6,73,Very Good
344,17,86,86,6,6,82,Very Good
301,15,75,75,6,6,59,Good
211,10,52,52,4,4,78,Very Good
454,22,113,113,9,9,52,Good
180,9,45,45,3,3,74,Very Good
269,13,67,67,5,5,71,Very Good
138,6,34,34,2,2,95,Very Good
467,23,116,116,9,9,64,Good
286,14,71,71,5,5,78,Very Good
421,21,105,105,8,8,81,Very Good
136,6,34,34,2,2,45,Fine
412,20,103,103,8,8,87,Very Good
280,14,70,70,5,5,73,Very Good
414,20,103,103,8,8,49,Fine
268,13,67,67,5,5,42,Fine
297,14,74,74,5,5,73,Very Good
125,6,31,31,2,2,61,Good
197,9,49,49,3,3,62,Good
244,12,61,61,4,4,43,Fine
203,10,50,50,4,4,69,Good
167,8,41,41,3,3,71,Very Good
199,9,49,49,3,3,45,Fine
212,10,53,53,4,4,93,Very Good
489,24,122,122,9,9,86,Very Good
383,19,95,95,7,7,50,Good
178,8,44,44,3,3,61,Good
173,8,43,43,3,3,71,Very Good
376,18,94,94,7,7,43,Fine
359,17,89,89,7,7,98,Very Good
385,19,96,96,7,7,69,Good
465,23,116,116,9,9,56,Good
352,17,88,88,7,7,69,Good
133,6,33,33,2,2,79,Very Good
497,24,124,124,9,9,96,Very Good
170,8,42,42,3,3,72,Very Good
338,16,84,84,6,6,56,Good
181,9,45,45,3,3,81,Very Good
301,15,75,75,6,6,75,Very Good
135,6,33,33,2,2,45,Fine
295,14,73,73,5,5,63,Good
366,18,91,91,7,7,51,Good
120,6,30,30,2,2,40,Fine
189,9,47,47,3,3,43,Fine
276,13,69,69,5,5,85,Very Good
484,24,121,121,9,9,50,Good
217,10,54,54,4,4,78,Very Good
484,24,121,121,9,9,62,Good
316,15,79,79,6,6,47,Fine
348,17,87,87,6,6,69,Good
378,18,94,94,7,7,97,Very Good
232,11,58,58,4,4,60,Good
420,21,105,105,8,8,50,Good
228,11,57,57,4,4,100,Very Good
259,12,64,64,5,5,72,Very Good
300,15,75,75,6,6,76,Very Good
314,15,78,78,6,6,66,Good
276,13,69,69,5,5,50,Good
247,12,61,61,4,4,60,Good
450,22,112,112,9,9,88,Very Good
155,7,38,38,3,3,54,Good
477,23,119,119,9,9,46,Fine
447,22,111,111,8,8,41,Fine
278,13,69,69,5,5,47,Fine
192,9,48,48,3,3,53,Good
134,6,33,33,2,2,80,Very Good
341,17,85,85,6,6,66,Good
398,19,99,99,7,7,91,Very Good
192,9,48,48,3,3,51,Good
346,17,86,86,6,6,85,Very Good
261,13,65,65,5,5,88,Very Good
159,7,39,39,3,3,91,Very Good
300,15,75,75,6,6,73,Very Good
163,8,40,40,3,3,42,Fine
181,9,45,45,3,3,44,Fine
132,6,33,33,2,2,61,Good
168,8,42,42,3,3,64,Good
461,23,115,115,9,9,83,Very Good
173,8,43,43,3,3,69,Good
230,11,57,57,4,4,50,Good
244,12,61,61,4,4,86,Very Good
410,20,102,102,8,8,68,Good
319,15,79,79,6,6,84,Very Good
351,17,87,87,7,7,43,Fine
424,21,106,106,8,8,78,Very Good
190,9,47,47,3,3,85,Very Good
466,23,116,116,9,9,52,Good
218,10,54,54,4,4,53,Good
366,18,91,91,7,7,79,Very Good
251,12,62,62,5,5,88,Very Good
416,20,104,104,8,8,91,Very Good
296,14,74,74,5,5,88,Very Good
409,20,102,102,8,8,82,Very Good
115,5,28,28,2,2,77,Very Good
452,22,113,113,9,9,71,Very Good
491,24,122,122,9,9,53,Good
232,11,58,58,4,4,77,Very Good
281,14,70,70,5,5,88,Very Good
278,13,69,69,5,5,83,Very Good
131,6,32,32,2,2,61,Good
406,20,101,101,8,8,64,Good
324,16,81,81,6,6,40,Fine
188,9,47,47,3,3,86,Very Good
252,12,63,63,5,5,68,Good
285,14,71,71,5,5,47,Fine
325,16,81,81,6,6,80,Very Good
302,15,75,75,6,6,88,Very Good
425,21,106,106,8,8,59,Good
431,21,107,107,8,8,79,Very Good
221,11,55,55,4,4,50,Good
390,19,97,97,7,7,95,Very Good
402,20,100,100,8,8,60,Good
199,9,49,49,3,3,77,Very Good
183,9,45,45,3,3,92,Very Good
235,11,58,58,4,4,46,Fine
212,10,53,53,4,4,81,Very Good
117,5,29,29,2,2,50,Good
264,13,66,66,5,5,77,Very Good
154,7,38,38,3,3,40,Fine
336,16,84,84,6,6,56,Good
103,5,25,25,2,2,89,Very Good
484,24,121,121,9,9,64,Good
292,14,73,73,5,5,95,Very Good
477,23,119,119,9,9,88,Very Good
325,16,81,81,6,6,71,Very Good
368,18,92,92,7,7,97,Very Good
292,14,73,73,5,5,100,Very Good
135,6,33,33,2,2,59,Good
373,18,93,93,7,7,96,Very Good
344,17,86,86,6,6,75,Very Good
264,13,66,66,5,5,48,Fine
436,21,109,109,8,8,84,Very Good
274,13,68,68,5,5,49,Fine
284,14,71,71,5,5,81,Very Good
110,5,27,27,2,2,93,Very Good
252,12,63,63,5,5,85,Very Good
335,16,83,83,6,6,72,Very Good
104,5,26,26,2,2,73,Very Good
227,11,56,56,4,4,66,Good
182,9,45,45,3,3,86,Very Good
153,7,38,38,3,3,46,Fine
249,12,62,62,4,4,62,Good
112,5,28,28,2,2,43,Fine
320,16,80,80,6,6,99,Very Good
244,12,61,61,4,4,58,Good
421,21,105,105,8,8,73,Very Good
461,23,115,115,9,9,56,Good
358,17,89,89,7,7,55,Good
113,5,28,28,2,2,83,Very Good
169,8,42,42,3,3,85,Very Good
242,12,60,60,4,4,92,Very Good
422,21,105,105,8,8,71,Very Good
218,10,54,54,4,4,85,Very Good
191,9,47,47,3,3,55,Good
448,22,112,112,8,8,86,Very Good
135,6,33,33,2,2,66,Good
393,19,98,98,7,7,52,Good
378,18,94,94,7,7,77,Very Good
322,16,80,80,6,6,86,Very Good
360,18,90,90,7,7,52,Good
131,6,32,32,2,2,59,Good
199,9,49,49,3,3,79,Very Good
195,9,48,48,3,3,72,Very Good
316,15,79,79,6,6,51,Good
251,12,62,62,5,5,87,Very Good
322,16,80,80,6,6,74,Very Good
434,21,108,108,8,8,93,Very Good
390,19,97,97,7,7,92,Very Good
446,22,111,111,8,8,85,Very Good
231,11,57,57,4,4,64,Good
172,8,43,43,3,3,100,Very Good
205,10,51,51,4,4,78,Very Good
181,9,45,45,3,3,59,Good
472,23,118,118,9,9,50,Good
298,14,74,74,5,5,76,Very Good
306,15,76,76,6,6,75,Very Good
277,13,69,69,5,5,74,Very Good
431,21,107,107,8,8,49,Fine
316,15,79,79,6,6,87,Very Good
291,14,72,72,5,5,75,Very Good
162,8,40,40,3,3,44,Fine
402,20,100,100,8,8,68,Good
449,22,112,112,8,8,94,Very Good
238,11,59,59,4,4,50,Good
144,7,36,36,2,2,57,Good
307,15,76,76,6,6,50,Good
159,7,39,39,3,3,78,Very Good
186,9,46,46,3,3,80,Very Good
343,17,85,85,6,6,44,Fine
423,21,105,105,8,8,65,Good
108,5,27,27,2,2,93,Very Good
372,18,93,93,7,7,90,Very Good
201,10,50,50,4,4,84,Very Good
370,18,92,92,7,7,74,Very Good
196,9,49,49,3,3,68,Good
101,5,25,25,2,2,53,Good
182,9,45,45,3,3,52,Good
354,17,88,88,7,7,100,Very Good
225,11,56,56,4,4,51,Good
254,12,63,63,5,5,83,Very Good
423,21,105,105,8,8,55,Good
213,10,53,53,4,4,60,Good
353,17,88,88,7,7,89,Very Good
271,13,67,67,5,5,43,Fine
107,5,26,26,2,2,86,Very Good
168,8,42,42,3,3,45,Fine
266,13,66,66,5,5,46,Fine
483,24,120,120,9,9,72,Very Good
274,13,68,68,5,5,68,Good
390,19,97,97,7,7,71,Very Good
174,8,43,43,3,3,60,Good
191,9,47,47,3,3,55,Good
344,17,86,86,6,6,96,Very Good
135,6,33,33,2,2,45,Fine
167,8,41,41,3,3,69,Good
208,10,52,52,4,4,45,Fine
485,24,121,121,9,9,53,Good
439,21,109,109,8,8,85,Very Good
159,7,39,39,3,3,73,Very Good
444,22,111,111,8,8,41,Fine
337,16,84,84,6,6,69,Good
402,20,100,100,8,8,99,Very Good
204,10,51,51,4,4,70,Very Good
214,10,53,53,4,4,58,Good
207,10,51,51,4,4,58,Good
373,18,93,93,7,7,98,Very Good
277,13,69,69,5,5,67,Good
499,24,124,124,9,9,83,Very Good
498,24,124,124,9,9,50,Good
461,23,115,115,9,9,71,Very Good
101,5,25,25,2,2,69,Good
263,13,65,65,5,5,61,Good
432,21,108,108,8,8,76,Very Good
101,5,25,25,2,2,59,Good
171,8,42,42,3,3,63,Good
369,18,92,92,7,7,64,Good
172,8,43,43,3,3,55,Good
365,18,91,91,7,7,94,Very Good
266,13,66,66,5,5,43,Fine
235,11,58,58,4,4,45,Fine
213,10,53,53,4,4,74,Very Good
164,8,41,41,3,3,51,Good
440,22,110,110,8,8,62,Good
444,22,111,111,8,8,64,Good
382,19,95,95,7,7,97,Very Good
348,17,87,87,6,6,59,Good
192,9,48,48,3,3,61,Good
163,8,40,40,3,3,88,Very Good
224,11,56,56,4,4,51,Good
208,10,52,52,4,4,77,Very Good
488,24,122,122,9,9,64,Good
384,19,96,96,7,7,55,Good
297,14,74,74,5,5,81,Very Good
282,14,70,70,5,5,88,Very Good
355,17,88,88,7,7,47,Fine
474,23,118,118,9,9,40,Fine
347,17,86,86,6,6,52,Good
344,17,86,86,6,6,50,Good
261,13,65,65,5,5,59,Good
228,11,57,57,4,4,47,Fine
415,20,103,103,8,8,99,Very Good
475,23,118,118,9,9,42,Fine
289,14,72,72,5,5,40,Fine
403,20,100,100,8,8,84,Very Good
416,20,104,104,8,8,84,Very Good
248,12,62,62,4,4,41,Fine
158,7,39,39,3,3,53,Good
345,17,86,86,6,6,40,Fine
124,6,31,31,2,2,83,Very Good
131,6,32,32,2,2,40,Fine
481,24,120,120,9,9,56,Good
403,20,100,100,8,8,65,Good
164,8,41,41,3,3,78,Very Good
194,9,48,48,3,3,63,Good
402,20,100,100,8,8,82,Very Good
341,17,85,85,6,6,97,Very Good
230,11,57,57,4,4,97,Very Good
151,7,37,37,3,3,68,Good
410,20,102,102,8,8,73,Very Good
275,13,68,68,5,5,72,Very Good
430,21,107,107,8,8,47,Fine
197,9,49,49,3,3,63,Good
415,20,103,103,8,8,41,Fine
238,11,59,59,4,4,83,Very Good
283,14,70,70,5,5,90,Very Good
107,5,26,26,2,2,93,Very Good
260,13,65,65,5,5,57,Good
361,18,90,90,7,7,46,Fine
343,17,85,85,6,6,72,Very Good
232,11,58,58,4,4,43,Fine
349,17,87,87,6,6,92,Very Good
428,21,107,107,8,8,49,Fine
331,16,82,82,6,6,54,Good
272,13,68,68,5,5,41,Fine
416,20,104,104,8,8,86,Very Good
302,15,75,75,6,6,95,Very Good
313,15,78,78,6,6,100,Very Good
256,12,64,64,5,5,85,Very Good
232,11,58,58,4,4,61,Good
232,11,58,58,4,4,62,Good
461,23,115,115,9,9,40,Fine
181,9,45,45,3,3,53,Good
297,14,74,74,5,5,59,Good
265,13,66,66,5,5,43,Fine
458,22,114,114,9,9,92,Very Good
348,17,87,87,6,6,94,Very Good
169,8,42,42,3,3,50,Good
436,21,109,109,8,8,87,Very Good
243,12,60,60,4,4,97,Very Good
451,22,112,112,9,9,78,Very Good
159,7,39,39,3,3,60,Good
248,12,62,62,4,4,91,Very Good
228,11,57,57,4,4,51,Good
129,6,32,32,2,2,84,Very Good
116,5,29,29,2,2,53,Good
286,14,71,71,5,5,76,Very Good
114,5,28,28,2,2,46,Fine
445,22,111,111,8,8,67,Good
428,21,107,107,8,8,71,Very Good
297,14,74,74,5,5,43,Fine
282,14,70,70,5,5,53,Good
177,8,44,44,3,3,71,Very Good
278,13,69,69,5,5,94,Very Good
421,21,105,105,8,8,45,Fine
192,9,48,48,3,3,55,Good
325,16,81,81,6,6,75,Very Good
372,18,93,93,7,7,76,Very Good
425,21,106,106,8,8,90,Very Good
355,17,88,88,7,7,86,Very Good
444,22,111,111,8,8,45,Fine
469,23,117,117,9,9,89,Very Good
304,15,76,76,6,6,41,Fine
304,15,76,76,6,6,78,Very Good
164,8,41,41,3,3,80,Very Good
199,9,49,49,3,3,90,Very Good
105,5,26,26,2,2,60,Good
493,24,123,123,9,9,75,Very Good
194,9,48,48,3,3,78,Very Good
379,18,94,94,7,7,80,Very Good
130,6,32,32,2,2,46,Fine
115,5,28,28,2,2,97,Very Good
448,22,112,112,8,8,83,Very Good
112,5,28,28,2,2,96,Very Good
423,21,105,105,8,8,41,Fine
413,20,103,103,8,8,78,Very Good
404,20,101,101,8,8,82,Very Good
439,21,109,109,8,8,90,Very Good
155,7,38,38,3,3,72,Very Good
163,8,40,40,3,3,75,Very Good
259,12,64,64,5,5,93,Very Good
160,8,40,40,3,3,87,Very Good
481,24,120,120,9,9,89,Very Good
256,12,64,64,5,5,54,Good
179,8,44,44,3,3,77,Very Good
440,22,110,110,8,8,88,Very Good
477,23,119,119,9,9,80,Very Good
307,15,76,76,6,6,42,Fine
500,25,125,125,10,10,91,Very Good
223,11,55,55,4,4,100,Very Good
397,19,99,99,7,7,77,Very Good
160,8,40,40,3,3,58,Good
452,22,113,113,9,9,72,Very Good
160,8,40,40,3,3,82,Very Good
367,18,91,91,7,7,52,Good
283,14,70,70,5,5,91,Very Good
216,10,54,54,4,4,50,Good
284,14,71,71,5,5,96,Very Good
196,9,49,49,3,3,81,Very Good
286,14,71,71,5,5,46,Fine
254,12,63,63,5,5,92,Very Good
260,13,65,65,5,5,88,Very Good
198,9,49,49,3,3,55,Good
245,12,61,61,4,4,89,Very Good
114,5,28,28,2,2,61,Good
193,9,48,48,3,3,73,Very Good
324,16,81,81,6,6,42,Fine
150,7,37,37,3,3,41,Fine
353,17,88,88,7,7,77,Very Good
482,24,120,120,9,9,50,Good
277,13,69,69,5,5,74,Very Good
283,14,70,70,5,5,65,Good
166,8,41,41,3,3,51,Good
498,24,124,124,9,9,96,Very Good
298,14,74,74,5,5,70,Very Good
192,9,48,48,3,3,72,Very Good
481,24,120,120,9,9,45,Fine
154,7,38,38,3,3,67,Good
381,19,95,95,7,7,87,Very Good
353,17,88,88,7,7,56,Good
174,8,43,43,3,3,60,Good
219,10,54,54,4,4,52,Good
423,21,105,105,8,8,63,Good
169,8,42,42,3,3,93,Very Good
150,7,37,37,3,3,78,Very Good
331,16,82,82,6,6,45,Fine
419,20,104,104,8,8,52,Good
346,17,86,86,6,6,71,Very Good
341,17,85,85,6,6,85,Very Good
425,21,106,106,8,8,86,Very Good
357,17,89,89,7,7,94,Very Good
